apprehensionstate	citizenshipcountry	arrestsbiden	arrests_perdaybiden	arreststrump	arrests_perdaytrump	popACS2023	popACS2024	ln2023	ln2024	predicted	predicted_level	pop_combined	pct_peryear_biden	pct_peryear_trump
"RHODE ISLAND"	"CHINA"	4	.0079051	1	.0052632									
"RHODE ISLAND"	"COLOMBIA"	27	.0533597	7	.0368421									
"RHODE ISLAND"	"CUBA"	2	.0039526	1	.0052632									
"RHODE ISLAND"	"DOMINICAN REPUBLIC"	102	.201581	50	.2631579									
"RHODE ISLAND"	"ECUADOR"	18	.0355731	17	.0894737									
"RHODE ISLAND"	"EL SALVADOR"	6	.0118577	8	.0421053									
"RHODE ISLAND"	"GUATEMALA"	101	.1996047	146	.7684211									
"RHODE ISLAND"	"HAITI"	1	.0019763	2	.0105263									
"RHODE ISLAND"	"HONDURAS"	11	.0217391	15	.0789474									
"RHODE ISLAND"	"INDIA"			2	.0105263									
"RHODE ISLAND"	"JAMAICA"			1	.0052632									
"RHODE ISLAND"	"MEXICO"	9	.0177866	12	.0631579									
"RHODE ISLAND"	"NICARAGUA"	17	.0335968	1	.0052632									
"RHODE ISLAND"	"PERU"	8	.0158103	5	.0263158									
"RHODE ISLAND"	"RUSSIA"			1	.0052632									
"RHODE ISLAND"	"VENEZUELA"	6	.0118577	9	.0473684									
"SOUTH CAROLINA"	"BOLIVIA"	2	.0039526	1	.0052632	456	1173	6.122493	7.06732	6.088236	440.6436	1173	.0012299	.0016377
"SOUTH CAROLINA"	"BRAZIL"	42	.083004	60	.3157895	5933	9787	8.688285	9.18881	8.942937	7653.642	9787	.0030956	.0117772
"SOUTH CAROLINA"	"CHINA"	3	.0059289	6	.0315789	10374	12925	9.247058	9.466919	9.26571	10569.31	12925	.0001674	.0008918
"SOUTH CAROLINA"	"COLOMBIA"	52	.1027668	57	.3	13720	17131	9.52661	9.748645	9.851497	18986.75	17131	.0021896	.0063919
"SOUTH CAROLINA"	"CUBA"	10	.0197628	7	.0368421	4478	4452	8.406932	8.401109	8.79722	6615.828	4452	.0016203	.0030205
"SOUTH CAROLINA"	"DOMINICAN REPUBLIC"	8	.0158103	6	.0315789	3192	3315	8.068403	8.106213	8.093256	3272.325	3315	.0017408	.003477
"SOUTH CAROLINA"	"ECUADOR"	13	.0256917	14	.0736842	2611	1658	7.867488	7.413367	8.121401	3365.732	1658	.0056559	.0162212
"SOUTH CAROLINA"	"EL SALVADOR"	39	.0770751	60	.3157895	4100	5707	8.318742	8.649448	8.336006	4171.396	5707	.0049295	.0201968
"SOUTH CAROLINA"	"GUATEMALA"	244	.4822134	350	1.842105	10334	11438	9.243195	9.344696	9.43021	12459.14	11438	.015388	.0587837
"SOUTH CAROLINA"	"HAITI"	2	.0039526			1280	1792	7.154615	7.491087	7.474186	1761.967	1792	.0008051	
"SOUTH CAROLINA"	"HONDURAS"	300	.5928854	415	2.184211	15455	12409	9.645688	9.426177	9.821499	18425.65	12409	.0174392	.0642467
"SOUTH CAROLINA"	"INDIA"	8	.0158103	13	.0684211	19547	21898	9.880577	9.99415	9.949335	20938.29	21898	.0002635	.0011405
"SOUTH CAROLINA"	"JAMAICA"	23	.0454545	24	.1263158	8017	11401	8.98932	9.341456	9.082564	8800.505	11401	.0014552	.004044
"SOUTH CAROLINA"	"MEXICO"	774	1.529644	854	4.494737	65401	73694	11.08829	11.20768	11.12131	67596.35	73694	.0075762	.022262
"SOUTH CAROLINA"	"NICARAGUA"	50	.0988142	47	.2473684	1663	1855	7.416378	7.52564	8.011783	3016.289	1855	.0194432	.0486736
"SOUTH CAROLINA"	"PERU"	7	.013834	10	.0526316	1659	2462	7.41397	7.808729	7.534886	1872.231	2462	.0020509	.0078028
"SOUTH CAROLINA"	"ROMANIA"	3	.0059289	4	.0210526	1743	988	7.463363	6.895683	7.404096	1642.699	988	.0021903	.0077775
"SOUTH CAROLINA"	"RUSSIA"	1	.0019763	4	.0210526	3757	5036	8.231376	8.524367	8.133054	3405.182	5036	.0001432	.0015259
"SOUTH CAROLINA"	"UZBEKISTAN"	6	.0118577	2	.0105263	666	381	6.50129	5.9428	6.461592	640.0794	381	.0113597	.0100843
"SOUTH CAROLINA"	"VENEZUELA"	69	.1363636	83	.4368421	5372	9358	8.588956	9.143987	9.251243	10417.5	9358	.0053187	.0170386
"SOUTH DAKOTA"	"COLOMBIA"			2	.0105263	139		4.934474		5.623536	276.8667	276.8667		.0138771
"SOUTH DAKOTA"	"CUBA"			2	.0105263	520		6.253829		6.87343	966.2574	966.2574		.0039763
"SOUTH DAKOTA"	"ECUADOR"			1	.0052632	136		4.912655		5.202527	181.7308	181.7308		.0105709
"SOUTH DAKOTA"	"EL SALVADOR"	4	.0079051	5	.0263158	1688		7.4313		7.429599	1685.132	1685.132	.0017123	.0057
"SOUTH DAKOTA"	"GUATEMALA"	18	.0355731	36	.1894737	2627		7.873598		8.043036	3112.049	3112.049	.0041722	.0222226
"SOUTH DAKOTA"	"HAITI"			1	.0052632	172		5.147494		5.477805	239.3208	239.3208		.0080271
"SOUTH DAKOTA"	"HONDURAS"	3	.0059289	17	.0894737	318		5.762052		6.071723	433.4266	433.4266	.0049928	.0753482
"SOUTH DAKOTA"	"JAMAICA"			1	.0052632	155		5.043425		5.143002	171.229	171.229		.0112192
"SOUTH DAKOTA"	"MEXICO"	13	.0256917	48	.2526316	4168		8.335192		8.369227	4312.303	4312.303	.0021746	.0213831
"SOUTH DAKOTA"	"NICARAGUA"	12	.0237154	23	.1210526	141		4.94876		5.821451	337.4612	337.4612	.0256507	.1309312
"SOUTH DAKOTA"	"VENEZUELA"	4	.0079051	1	.0052632	23		3.135494		4.402021	81.61564	81.61564	.0353532	.0235378
"TENNESSEE"	"BOLIVIA"	1	.0019763	2	.0105263	277	154	5.624018	5.036952	5.584157	266.1758	154	.0046841	.0249487
"TENNESSEE"	"BRAZIL"	1	.0019763	2	.0105263	3321	3658	8.108021	8.204672	8.403802	4464.006	3658	.0001972	.0010503
"TENNESSEE"	"CHINA"	7	.013834	24	.1263158	14422	14793	9.57651	9.60191	9.605182	14841.49	14793	.0003413	.0031167
"TENNESSEE"	"COLOMBIA"	79	.1561265	76	.4	5481	7373	8.609043	8.90558	9.006696	8157.522	7373	.007729	.019802
"TENNESSEE"	"CUBA"	36	.0711462	39	.2052632	6416	11105	8.76655	9.31515	9.118539	9122.862	11105	.0023384	.0067466
"TENNESSEE"	"DOMINICAN REPUBLIC"	11	.0217391	14	.0736842	2471	2757	7.812378	7.921898	7.828055	2510.042	2757	.002878	.0097551
"TENNESSEE"	"ECUADOR"	13	.0256917	15	.0789474	1132	747	7.031741	6.616065	7.295824	1474.131	747	.0125535	.0385754
"TENNESSEE"	"EL SALVADOR"	94	.1857708	92	.4842105	11216	11666	9.325097	9.364434	9.363868	11659.4	11666	.0058123	.0151497
"TENNESSEE"	"GUATEMALA"	710	1.403162	897	4.721053	27618	37582	10.22622	10.53428	10.42585	33720.25	37582	.0136276	.0458513
"TENNESSEE"	"HAITI"	1	.0019763	4	.0210526	1742	1762	7.462789	7.474205	7.780711	2393.976	1762	.0004094	.0043611
"TENNESSEE"	"HONDURAS"	598	1.181818	532	2.8	25569	33059	10.14914	10.40605	10.30759	29959.28	33059	.0130483	.0309144
"TENNESSEE"	"INDIA"	7	.013834	18	.0947368	24987	26797	10.12611	10.19604	10.20185	26952.95	26797	.0001884	.0012904
"TENNESSEE"	"JAMAICA"	26	.0513834	17	.0894737	3128	5213	8.048149	8.55891	8.142903	3438.888	5213	.0035977	.0062647
"TENNESSEE"	"MEXICO"	1045	2.065217	1185	6.236842	98353	98568	11.49632	11.4985	11.52918	101639.1	98568	.0076476	.0230952
"TENNESSEE"	"NICARAGUA"	222	.4387352	129	.6789474	1507	3280	7.317876	8.095599	7.92435	2763.767	3280	.0488227	.0755536
"TENNESSEE"	"PERU"	22	.0434783	18	.0947368	2406	3462	7.785721	8.149602	7.904756	2710.14	3462	.0045839	.0099881
"TENNESSEE"	"ROMANIA"	18	.0355731	13	.0684211	1806	2340	7.49887	7.757906	7.439895	1702.571	2340	.0055488	.0106725
"TENNESSEE"	"RUSSIA"	8	.0158103	1	.0052632	2542	2414	7.840706	7.789041	7.712251	2235.569	2414	.0023905	.0007958
"TENNESSEE"	"UZBEKISTAN"	16	.0316206	5	.0263158	1175	47	7.069024	3.850147	7.00607	1103.31	47	.2455639	.2043673
"TENNESSEE"	"VENEZUELA"	119	.2351779	288	1.51579	8918	22187	9.095827	10.00726	9.701953	16349.51	22187	.0038689	.0249364
"TEXAS"	"BOLIVIA"	7	.013834	8	.0421053	4203	7101	8.343554	8.86799	8.334267	4164.146	7101	.0007111	.0021643
"TEXAS"	"BRAZIL"	67	.1324111	24	.1263158	29052	43453	10.27684	10.67943	10.4189	33486.53	43453	.0011122	.001061
"TEXAS"	"CHINA"	31	.0612648	85	.4473684	155131	169098	11.95203	12.03823	12.05294	171603.9	169098	.0001322	.0009656
"TEXAS"	"COLOMBIA"	855	1.689723	576	3.031579	63777	80489	11.06315	11.29588	11.26618	78133.88	80489	.0076625	.0137475
"TEXAS"	"CUBA"	764	1.509881	1087	5.721053	72304	156621	11.18863	11.96158	11.28266	79432.54	156621	.0035187	.0133327
"TEXAS"	"DOMINICAN REPUBLIC"	183	.3616601	23	.1210526	14035	23243	9.54931	10.05376	9.627237	15172.46	23243	.0056794	.001901
"TEXAS"	"ECUADOR"	508	1.003953	152	.8	12976	13056	9.470857	9.477003	9.705256	16403.61	13056	.028067	.0223652
"TEXAS"	"EL SALVADOR"	1419	2.804348	1409	7.41579	223016	234722	12.315	12.36616	12.41767	247128.9	234722	.0043608	.0115318
"TEXAS"	"GUATEMALA"	2287	4.519763	2410	12.68421	91831	111002	11.4277	11.6173	11.64275	113863.4	111002	.014862	.0417086
"TEXAS"	"HAITI"	23	.0454545	9	.0473684	5169	7287	8.550434	8.893847	8.862535	7062.367	7287	.0022768	.0023726
"TEXAS"	"HONDURAS"	4522	8.936759	4239	22.31053	162456	229138	11.99816	12.34208	12.09289	178597.3	229138	.0142356	.035539
"TEXAS"	"INDIA"	36	.0711462	126	.6631579	327368	431939	12.69884	12.97604	12.8477	379915.8	431939	.0000601	.0005604
"TEXAS"	"JAMAICA"	16	.0316206	12	.0631579	19834	21820	9.895153	9.990582	9.986943	21740.74	21820	.0005289	.0010565
"TEXAS"	"MEXICO"	14950	29.54545	14142	74.43158	2392319	2.4e+06	14.68777	14.70168	14.71946	2469328	2425829	.0044455	.0111993
"TEXAS"	"NICARAGUA"	2729	5.393281	735	3.868421	21985	42933	9.998116	10.6674	10.30341	29834.2	42933	.0458516	.0328878
"TEXAS"	"PERU"	192	.3794466	76	.4	24114	24386	10.09055	10.10176	10.19792	26847.33	24386	.0056794	.005987
