apprehensionstate	citizenshipcountry	arrestsbiden	arrests_perdaybiden	arreststrump	arrests_perdaytrump	popACS2023	popACS2024	ln2023	ln2024	predicted	predicted_level	pop_combined	pct_peryear_biden	pct_peryear_trump
"IOWA"	"VENEZUELA"	1	.0019763	18	.0947368	498	810	6.2106	6.697034	7.136407	1256.905	810	.0008905	.0426901
"KANSAS"	"BRAZIL"	4	.0079051	2	.0105263	1855		7.52564		7.8627	2598.528	2598.528	.0011104	.0014786
"KANSAS"	"CHINA"	1	.0019763	1	.0052632	9663		9.17606		9.192553	9823.694	9823.694	.0000734	.0001956
"KANSAS"	"COLOMBIA"	13	.0256917	19	.1	1123		7.023759		7.547132	1895.298	1895.298	.0049478	.0192582
"KANSAS"	"CUBA"	9	.0177866	14	.0736842	1786		7.487734		7.97592	2910.034	2910.034	.0022309	.0092421
"KANSAS"	"DOMINICAN REPUBLIC"	1	.0019763			422		6.045005		5.997339	402.3568	402.3568	.0017928	
"KANSAS"	"ECUADOR"	1	.0019763	2	.0105263	965		6.872128		7.138154	1259.101	1259.101	.0005729	.0030515
"KANSAS"	"EL SALVADOR"	25	.0494071	24	.1263158	4628		8.43988		8.459734	4720.802	4720.802	.00382	.0097664
"KANSAS"	"GUATEMALA"	157	.3102767	191	1.005263	7348		8.902184		9.084823	8820.401	8820.401	.0128397	.0415991
"KANSAS"	"HAITI"			3	.0157895	763		6.637258		6.959597	1053.209	1053.209		.005472
"KANSAS"	"HONDURAS"	119	.2351779	139	.7315789	3762		8.232706		8.457219	4708.945	4708.945	.0182291	.0567062
"KANSAS"	"INDIA"	1	.0019763	1	.0052632	12386		9.424322		9.480111	13096.64	13096.64	.0000551	.0001467
"KANSAS"	"MEXICO"	523	1.033597	482	2.536842	84006		11.33864		11.37157	86817.78	86817.78	.0043455	.0106654
"KANSAS"	"NICARAGUA"	21	.041502	39	.2052632	1119		7.020191		7.660115	2122.001	2122.001	.0071386	.0353068
"KANSAS"	"PERU"			6	.0315789	933		6.838405		6.962233	1055.989	1055.989		.0109152
"KANSAS"	"ROMANIA"	3	.0059289	5	.0263158	489		6.192362		6.122628	456.0617	456.0617	.004745	.0210613
"KANSAS"	"UZBEKISTAN"			1	.0052632	132		4.882802		4.909402	135.5583	135.5583		.0141714
"KANSAS"	"VENEZUELA"	8	.0158103	76	.4	1999		7.600402		8.372221	4325.232	4325.232	.0013342	.0337554
"KENTUCKY"	"BOLIVIA"	2	.0039526			81	17	4.394449	2.833213	4.340765	76.76628	17	.084864	
"KENTUCKY"	"BRAZIL"	4	.0079051			889	1226	6.790097	7.111512	7.179293	1311.981	1226	.0023535	
"KENTUCKY"	"CHINA"	7	.013834	4	.0210526	7759	4868	8.956609	8.490438	8.966427	7835.554	4868	.0010373	.0015785
"KENTUCKY"	"COLOMBIA"	47	.0928854	14	.0736842	1943	4745	7.571989	8.464847	8.051885	3139.707	4745	.007145	.005668
"KENTUCKY"	"CUBA"	220	.4347826	32	.1684211	20350	29274	9.920836	10.28446	10.14989	25588.29	29274	.005421	.0020999
"KENTUCKY"	"DOMINICAN REPUBLIC"	11	.0217391	5	.0263158	614	384	6.419995	5.950643	6.385768	593.3405	384	.0206635	.0250137
"KENTUCKY"	"ECUADOR"	11	.0217391	2	.0105263	391	683	5.968708	6.526495	6.245728	515.8044	683	.0116175	.0056253
"KENTUCKY"	"EL SALVADOR"	57	.1126482	34	.1789474	1835	549	7.5148	6.308098	7.514884	1835.154	549	.0748936	.1189723
"KENTUCKY"	"GUATEMALA"	542	1.071146	380	2	8492	10156	9.04688	9.22582	9.231376	10212.58	10156	.0384963	.0718787
"KENTUCKY"	"HAITI"	9	.0177866	2	.0105263	1559	2772	7.3518	7.927324	7.670315	2143.757	2772	.002342	.001386
"KENTUCKY"	"HONDURAS"	312	.6166008	129	.6789474	5035	5668	8.524169	8.642591	8.738636	6239.379	5668	.039707	.0437219
"KENTUCKY"	"INDIA"	39	.0770751	8	.0421053	12782	13233	9.455793	9.490469	9.512477	13527.46	13233	.0021259	.0011614
"KENTUCKY"	"JAMAICA"	1	.0019763	1	.0052632	1180	1166	7.07327	7.061334	7.169589	1299.311	1166	.0006186	.0016476
"KENTUCKY"	"MEXICO"	782	1.545455	566	2.978947	34102	37065	10.43711	10.52043	10.47037	35255.2	37065	.015219	.0293354
"KENTUCKY"	"NICARAGUA"	105	.2075099	21	.1105263	324	1155	5.780744	7.051856	6.559944	706.2322	1155	.0655767	.0349282
"KENTUCKY"	"PERU"	31	.0612648	5	.0263158	1415	1072	7.254885	6.977282	7.376605	1598.155	1072	.0208598	.0089601
"KENTUCKY"	"ROMANIA"	11	.0217391	3	.0157895	210	275	5.347107	5.616771	5.270413	194.4963	275	.0288538	.0209569
"KENTUCKY"	"RUSSIA"	1	.0019763			1684	700	7.428927	6.55108	7.268711	1434.7	700	.0010305	
"KENTUCKY"	"UZBEKISTAN"	2	.0039526	1	.0052632	601	755	6.398595	6.626718	6.363104	580.0439	755	.0019108	.0025444
"KENTUCKY"	"VENEZUELA"	67	.1324111	49	.2578947	1509	7116	7.319202	8.870101	8.122177	3368.346	7116	.0067917	.0132282
"LOUISIANA"	"BOLIVIA"	2	.0039526	4	.0210526	368		5.908083		5.871416	354.7508	354.7508	.0040668	.0216609
"LOUISIANA"	"BRAZIL"	10	.0197628	15	.0789474	3083		8.033658		8.33471	4165.994	4165.994	.0017315	.0069169
"LOUISIANA"	"CHINA"	27	.0533597	21	.1105263	7749		8.955319		8.965098	7825.151	7825.151	.0024889	.0051554
"LOUISIANA"	"COLOMBIA"	58	.1146245	31	.1631579	2492		7.820841		8.281002	3948.149	3948.149	.0105969	.0150837
"LOUISIANA"	"CUBA"	65	.1284585	58	.3052632	7186		8.87989		9.219808	10095.12	10095.12	.0046446	.0110371
"LOUISIANA"	"DOMINICAN REPUBLIC"	39	.0770751	20	.1052632	4435		8.397283		8.433922	4600.507	4600.507	.0061151	.0083515
"LOUISIANA"	"ECUADOR"	16	.0316206	9	.0473684	1258		7.137279		7.400077	1636.111	1636.111	.0070542	.0105674
"LOUISIANA"	"EL SALVADOR"	111	.2193676	79	.4157895	4923		8.501674		8.522848	5028.355	5028.355	.0159235	.0301815
"LOUISIANA"	"GUATEMALA"	234	.4624506	235	1.236842	7226		8.885441		9.067865	8672.093	8672.093	.0194641	.0520575
"LOUISIANA"	"HAITI"	8	.0158103	7	.0368421	2259		7.722678		8.039208	3100.158	3100.158	.0018614	.0043376
"LOUISIANA"	"HONDURAS"	1053	2.081028	905	4.763158	48509		10.78951		10.92589	55597.36	55597.36	.0136621	.0312704
"LOUISIANA"	"INDIA"	12	.0237154	14	.0736842	8183		9.009814		9.053822	8551.154	8551.154	.0010123	.0031452
"LOUISIANA"	"JAMAICA"	11	.0217391	13	.0684211	1661		7.415175		7.510945	1827.941	1827.941	.0043408	.0136622
"LOUISIANA"	"MEXICO"	1116	2.205534	688	3.621053	27408		10.21859		10.25193	28337.13	28337.13	.0284087	.0466414
"LOUISIANA"	"NICARAGUA"	267	.527668	161	.8473684	6296		8.74767		9.193478	9832.786	9832.786	.0195874	.0314549
"LOUISIANA"	"PERU"	6	.0118577	3	.0157895	1056		6.962244		7.085444	1194.454	1194.454	.0036235	.0048249
"LOUISIANA"	"ROMANIA"	16	.0316206	5	.0263158	789		6.670766		6.604972	738.7591	738.7591	.0156228	.0130019
"LOUISIANA"	"RUSSIA"	1	.0019763	1	.0052632	1133		7.032624		6.841841	936.2109	936.2109	.0007705	.0020519
"LOUISIANA"	"UZBEKISTAN"	1	.0019763			12		2.484907		2.60973	13.59538	13.59538	.053058	
"LOUISIANA"	"VENEZUELA"	37	.0731225	47	.2473684	1622		7.391415		8.186389	3591.729	3591.729	.0074309	.0251382
"MAINE"	"BRAZIL"	3	.0059289	3	.0157895	659		6.490724		6.901139	993.4053	993.4053	.0021784	.0058014
"MAINE"	"CHINA"	6	.0118577	4	.0210526	2760		7.922986		7.901369	2700.976	2700.976	.0016024	.002845
"MAINE"	"COLOMBIA"	7	.013834	1	.0052632	266		5.583496		6.221088	503.2504	503.2504	.0100336	.0038173
"MAINE"	"DOMINICAN REPUBLIC"	8	.0158103	3	.0157895	138		4.927254		4.839528	126.4097	126.4097	.0456512	.0455911
"MAINE"	"ECUADOR"	39	.0770751	22	.1157895	191		5.252274		5.538013	254.1723	254.1723	.1106824	.1662776
"MAINE"	"EL SALVADOR"	7	.013834	4	.0210526	313		5.746203		5.708491	301.416	301.416	.0167523	.0254937
"MAINE"	"GUATEMALA"	9	.0177866	7	.0368421	262		5.568345		5.7082	301.3282	301.3282	.0215449	.044627
"MAINE"	"HAITI"	1	.0019763			171		5.141664		5.472005	237.9369	237.9369	.0030317	
"MAINE"	"HONDURAS"	10	.0197628	6	.0315789	301		5.70711		6.018675	411.0335	411.0335	.0175495	.0280423
"MAINE"	"INDIA"	1	.0019763			809		6.695799		6.674032	791.5806	791.5806	.0009113	
"MAINE"	"JAMAICA"	6	.0118577	4	.0210526	947		6.853299		6.949971	1043.12	1043.12	.0041492	.0073666
"MAINE"	"MEXICO"	5	.0098814	5	.0263158	843		6.736967		6.771595	872.7032	872.7032	.0041328	.0110063
"MAINE"	"NICARAGUA"	8	.0158103	1	.0052632	94		4.543295		5.461547	235.4615	235.4615	.0245083	.0081587
"MAINE"	"PERU"	2	.0039526			635		6.453625		6.5794	720.1068	720.1068	.0020034	
"MAINE"	"RUSSIA"	1	.0019763			824		6.71417		6.498824	664.36	664.36	.0010858	
"MAINE"	"VENEZUELA"	5	.0098814	4	.0210526	133		4.890349		5.962439	388.5567	388.5567	.0092824	.0197763
"MARYLAND"	"BOLIVIA"	3	.0059289	8	.0421053	8405	8039	9.036582	8.99206	9.035087	8392.44	8039	.0002692	.0019117
"MARYLAND"	"BRAZIL"	24	.0474308	34	.1789474	11497	11201	9.349841	9.323758	9.557602	14151.87	11201	.0015456	.0058312
"MARYLAND"	"CHINA"	7	.013834	12	.0631579	56212	64716	10.93689	11.07776	11.00693	60290.59	64716	.000078	.0003562
"MARYLAND"	"COLOMBIA"	40	.0790514	20	.1052632	13023	17504	9.474472	9.770185	9.803493	18096.84	17504	.0016484	.002195
"MARYLAND"	"CUBA"	4	.0079051	6	.0315789	3851	3387	8.256088	8.1277	8.662442	5781.637	3387	.0008519	.0034031
"MARYLAND"	"DOMINICAN REPUBLIC"	21	.041502	19	.1	14562	14078	9.586171	9.552368	9.66542	15762.98	14078	.001076	.0025927
"MARYLAND"	"ECUADOR"	76	.1501976	41	.2157895	7094	6062	8.867004	8.709795	9.108752	9034.016	6062	.0090436	.0129929
"MARYLAND"	"EL SALVADOR"	342	.6758893	426	2.242105	126223	139265	11.74581	11.84413	11.83631	138179.5	139265	.0017714	.0058763
"MARYLAND"	"GUATEMALA"	322	.6363636	505	2.657895	46209	51017	10.74093	10.83991	10.94717	56792.84	51017	.0045528	.0190159
"MARYLAND"	"HAITI"	12	.0237154	16	.0842105	10814	8827	9.288597	9.08557	9.596748	14716.85	8827	.0009806	.0034821
"MARYLAND"	"HONDURAS"	311	.6146245	326	1.715789	30078	37779	10.31155	10.53951	10.46441	35045.76	37779	.0059382	.016577
"MARYLAND"	"INDIA"	4	.0079051	11	.0578947	61821	61781	11.032	11.03135	11.13348	68424.41	61781	.0000467	.000342
"MARYLAND"	"JAMAICA"	11	.0217391	16	.0842105	26394	31831	10.18089	10.3682	10.27222	28918.14	31831	.0002493	.0009656
"MARYLAND"	"MEXICO"	233	.4604743	270	1.421053	36420	34100	10.50287	10.43705	10.53611	37650.71	34100	.0049288	.0152107
"MARYLAND"	"NICARAGUA"	137	.270751	71	.3736842	6599	8353	8.794673	9.030376	9.235199	10251.7	8353	.011831	.0163288
"MARYLAND"	"PERU"	43	.0849802	48	.2526316	18814	20207	9.842357	9.913784	9.950987	20972.91	20207	.001535	.0045633
"MARYLAND"	"ROMANIA"	19	.0375494	18	.0947368	2412	1538	7.788211	7.338238	7.731618	2279.288	1538	.0089113	.0224831
"MARYLAND"	"RUSSIA"	2	.0039526	3	.0157895	9599	7618	9.169415	8.93827	9.143445	9352.931	7618	.0001894	.0007565
"MARYLAND"	"UZBEKISTAN"	14	.027668	7	.0368421	1530	2031	7.333023	7.616283	7.259256	1421.199	2031	.0049723	.0066211
"MARYLAND"	"VENEZUELA"	39	.0770751	76	.4	5628	7855	8.635509	8.968905	9.292639	10857.8	7855	.0035815	.0185869
"MASSACHUSETTS"	"BOLIVIA"			1	.0052632	1397	804	7.242083	6.689599	7.220413	1367.053	804		.0023894
"MASSACHUSETTS"	"BRAZIL"	393	.7766798	767	4.036842	102788	130315	11.54042	11.77771	11.59292	108327.7	130315	.0021754	.0113068
"MASSACHUSETTS"	"CHINA"	4	.0079051	14	.0736842	120933	122449	11.70299	11.71545	11.79634	132765	122449	.0000236	.0002196
"MASSACHUSETTS"	"COLOMBIA"	150	.2964427	108	.5684211	27837	34767	10.23412	10.45642	10.5029	36420.91	34767	.0031122	.0059675
"MASSACHUSETTS"	"CUBA"	2	.0039526	5	.0263158	3692	3147	8.213923	8.054205	8.624768	5567.872	3147	.0004584	.0030522
"MASSACHUSETTS"	"DOMINICAN REPUBLIC"	288	.5691699	353	1.857895	102238	115778	11.53506	11.65943	11.68416	118676.4	115778	.0017944	.0058572
"MASSACHUSETTS"	"ECUADOR"	134	.2648221	328	1.726316	12380	20605	9.423838	9.933289	9.65881	15659.13	20605	.0046911	.0305802
"MASSACHUSETTS"	"EL SALVADOR"	111	.2193676	185	.9736842	46046	45703	10.7374	10.72992	10.80635	49333.02	45703	.0017519	.0077762
"MASSACHUSETTS"	"GUATEMALA"	228	.4505929	474	2.494737	33540	44621	10.42049	10.70596	10.62262	41052.94	44621	.0036859	.020407
"MASSACHUSETTS"	"HAITI"	57	.1126482	49	.2578947	59314	66614	10.9906	11.10667	11.28965	79989.06	66614	.0006172	.0014131
"MASSACHUSETTS"	"HONDURAS"	75	.1482213	100	.5263158	13938	11781	9.542375	9.374244	9.721746	16676.34	11781	.0045922	.0163064
"MASSACHUSETTS"	"INDIA"	16	.0316206	8	.0421053	84048	87430	11.33914	11.37859	11.44936	93841.26	87430	.000132	.0001758
"MASSACHUSETTS"	"JAMAICA"	16	.0316206	17	.0894737	21266	16739	9.964865	9.725496	10.05654	23307.8	16739	.0006895	.001951
"MASSACHUSETTS"	"MEXICO"	93	.1837945	103	.5421053	12827	14561	9.459308	9.586102	9.492928	13265.57	14561	.0046072	.0135889
"MASSACHUSETTS"	"NICARAGUA"	17	.0335968	16	.0842105	1417	2941	7.256297	7.986505	7.86969	2616.754	2941	.0041696	.0104512
"MASSACHUSETTS"	"PERU"	27	.0533597	19	.1	7933	8908	8.978786	9.094705	9.091785	8882.03	8908	.0021864	.0040974
"MASSACHUSETTS"	"ROMANIA"	10	.0197628	17	.0894737	3543	2746	8.172729	7.917901	8.119303	3358.678	2746	.0026269	.0118929
"MASSACHUSETTS"	"RUSSIA"	8	.0158103	4	.0210526	17956	20054	9.79568	9.906184	9.818015	18361.57	20054	.0002878	.0003832
"MASSACHUSETTS"	"VENEZUELA"	20	.0395257	26	.1368421	5908	6016	8.684063	8.702178	9.335813	11336.84	6016	.0023981	.0083024
"MICHIGAN"	"BRAZIL"	1	.0019763	8	.0421053	8284	9452	9.022081	9.153981	9.253074	10436.6	9452	.0000763	.0016259
"MICHIGAN"	"CHINA"	5	.0098814	15	.0789474	39573	38118	10.5859	10.54844	10.64527	41993.59	38118	.0000946	.000756
"MICHIGAN"	"COLOMBIA"	68	.1343874	58	.3052632	4069	8536	8.311152	9.052048	8.73243	6200.774	8536	.0057464	.0130531
"MICHIGAN"	"CUBA"	59	.1166008	29	.1526316	7064	10468	8.862766	9.256079	9.204507	9941.835	10468	.0040657	.005322
"MICHIGAN"	"DOMINICAN REPUBLIC"	25	.0494071	10	.0526316	3507	5244	8.162517	8.56484	8.190742	3607.396	5244	.0034389	.0036633
"MICHIGAN"	"ECUADOR"	19	.0375494	13	.0684211	931	1887	6.836259	7.542744	7.102721	1215.27	1887	.0072631	.0132346
"MICHIGAN"	"EL SALVADOR"	29	.0573123	31	.1631579	3326	3436	8.109526	8.142063	8.122319	3368.825	3436	.0060882	.017332
"MICHIGAN"	"GUATEMALA"	112	.2213439	195	1.026316	8501	10082	9.047939	9.218507	9.232449	10223.54	10082	.0080133	.0371558
"MICHIGAN"	"HAITI"	5	.0098814	5	.0263158	1733	4346	7.457609	8.377011	7.775558	2381.673	4346	.0008299	.0022101
"MICHIGAN"	"HONDURAS"	85	.1679842	113	.5947368	4353	5154	8.37862	8.547528	8.598104	5421.368	5154	.0118964	.0421185
"MICHIGAN"	"INDIA"	12	.0237154	15	.0789474	76926	90539	11.2506	11.41354	11.3583	85673.45	90539	.0000956	.0003183
"MICHIGAN"	"JAMAICA"	5	.0098814	2	.0105263	4895	6637	8.49597	8.800415	8.590006	5377.646	6637	.0005434	.0005789
"MICHIGAN"	"MEXICO"	516	1.019763	518	2.726316	79521	88399	11.28378	11.38962	11.31672	82184.34	88399	.0042106	.011257
"MICHIGAN"	"NICARAGUA"	122	.2411067	39	.2052632	816	2083	6.704414	7.641564	7.379822	1603.305	2083	.0422487	.0359679
"MICHIGAN"	"PERU"	4	.0079051	2	.0105263	1318	1355	7.183871	7.211557	7.305951	1489.135	1355	.0021294	.0028355
"MICHIGAN"	"ROMANIA"	14	.027668	5	.0263158	8646	9667	9.064852	9.176474	9.018772	8256.633	9667	.0010447	.0009936
"MICHIGAN"	"RUSSIA"	6	.0118577	4	.0210526	6134	5403	8.721602	8.594709	8.661092	5773.835	5403	.000801	.0014222
"MICHIGAN"	"UZBEKISTAN"	8	.0158103	6	.0315789	687	182	6.532334	5.204007	6.491365	659.4229	182	.0317074	.0633314
"MICHIGAN"	"VENEZUELA"	132	.2608696	239	1.257895	2592	9155	7.860185	9.122055	8.60322	5449.178	9155	.0104006	.0501509
"MINNESOTA"	"BOLIVIA"	1	.0019763	1	.0052632	443	336	6.09357	5.817111	6.058988	427.9422	336	.0021469	.0057174
"MINNESOTA"	"BRAZIL"	5	.0098814	8	.0421053	2886	3245	7.967627	8.08487	8.273359	3918.089	3245	.0011115	.004736
"MINNESOTA"	"CHINA"	9	.0177866	7	.0368421	19635	21413	9.885069	9.971753	9.923125	20396.64	21413	.0003032	.000628
"MINNESOTA"	"COLOMBIA"	21	.041502	21	.1105263	4172	6139	8.336151	8.722417	8.755445	6345.146	6139	.0024675	.0065714
"MINNESOTA"	"CUBA"	9	.0177866	10	.0526316	1295	1535	7.166266	7.336286	7.68869	2183.512	1535	.0042294	.012515
"MINNESOTA"	"DOMINICAN REPUBLIC"	8	.0158103	2	.0105263	2363	1697	7.767687	7.436617	7.781762	2396.494	1697	.0034006	.0022641
"MINNESOTA"	"ECUADOR"	395	.7806324	227	1.194737	8933	12911	9.097507	9.465835	9.336451	11344.07	12911	.0220688	.0337758
"MINNESOTA"	"EL SALVADOR"	27	.0533597	46	.2421053	7828	6021	8.965463	8.703009	8.996548	8075.158	6021	.0032347	.0146767
"MINNESOTA"	"GUATEMALA"	55	.1086956	79	.4157895	6639	9348	8.800716	9.142918	8.982053	7958.954	9348	.0042441	.0162348
"MINNESOTA"	"HONDURAS"	53	.1047431	77	.4052632	5298	7763	8.575085	8.957124	8.787797	6553.778	7763	.0049248	.0190546
"MINNESOTA"	"INDIA"	4	.0079051			31955	29128	10.37208	10.27946	10.45481	34711	29128	.0000991	
"MINNESOTA"	"JAMAICA"	3	.0059289	1	.0052632	1036	1538	6.943122	7.338238	7.03965	1140.989	1538	.001407	.0012491
"MINNESOTA"	"MEXICO"	341	.6739131	368	1.936842	61625	66936	11.02882	11.11149	11.06186	63694.98	66936	.0036748	.0105615
"MINNESOTA"	"NICARAGUA"	185	.3656127	73	.3842105	1369	2819	7.221836	7.944138	7.839101	2537.922	2819	.047339	.049747
"MINNESOTA"	"PERU"	4	.0079051	2	.0105263	2026	2429	7.613819	7.795235	7.733723	2284.09	2429	.0011879	.0015818
"MINNESOTA"	"ROMANIA"	10	.0197628			780	778	6.659294	6.656726	6.593405	730.2634	778	.0092718	
"MINNESOTA"	"RUSSIA"	2	.0039526			6133	4923	8.721439	8.501674	8.660916	5772.822	4923	.0002931	
"MINNESOTA"	"UZBEKISTAN"	1	.0019763			337	538	5.820083	6.287858	5.80829	333.049	538	.0013408	
"MINNESOTA"	"VENEZUELA"	31	.0612648	67	.3526316	2045	9043	7.623153	9.109746	8.39245	4413.619	9043	.0024728	.0142332
"MISSISSIPPI"	"BRAZIL"	4	.0079051	2	.0105263	530		6.272877		6.698734	811.3778	811.3778	.0035561	.0047353
"MISSISSIPPI"	"CHINA"	5	.0098814	6	.0315789	3511		8.163656		8.149359	3461.159	3461.159	.0010421	.0033302
"MISSISSIPPI"	"COLOMBIA"	48	.0948617	16	.0842105	943		6.849066		7.386293	1613.713	1613.713	.0214564	.0190473
"MISSISSIPPI"	"CUBA"	14	.027668	7	.0368421	864		6.761573		7.327097	1520.961	1520.961	.0066398	.0088414
"MISSISSIPPI"	"DOMINICAN REPUBLIC"	21	.041502	15	.0789474	1060		6.966024		6.951368	1044.578	1044.578	.0145018	.0275861
"MISSISSIPPI"	"ECUADOR"	23	.0454545	3	.0157895	110		4.70048		4.992934	147.3682	147.3682	.1125813	.0391072
"MISSISSIPPI"	"EL SALVADOR"	46	.0909091	24	.1263158	952		6.858565		6.844625	938.8207	938.8207	.0353441	.0491098
"MISSISSIPPI"	"GUATEMALA"	350	.6916996	290	1.526316	3798		8.242229		8.416399	4520.595	4520.595	.0558489	.1232371
"MISSISSIPPI"	"HAITI"	2	.0039526	1	.0052632	349		5.855072		6.181597	483.7638	483.7638	.0029822	.0039711
"MISSISSIPPI"	"HONDURAS"	198	.3913043	187	.9842106	5111		8.53915		8.753101	6330.29	6330.29	.0225623	.0567489
"MISSISSIPPI"	"INDIA"	20	.0395257	13	.0684211	4160		8.33327		8.358047	4264.356	4264.356	.0033831	.0058564
"MISSISSIPPI"	"JAMAICA"	6	.0118577	8	.0421053	1230		7.114769		7.211022	1354.276	1354.276	.0031959	.0113481
"MISSISSIPPI"	"MEXICO"	1072	2.118577	594	3.126316	17653		9.778661		9.812162	18254.42	18254.42	.0423613	.0625112
"MISSISSIPPI"	"NICARAGUA"	49	.0968379	15	.0789474	225		5.416101		6.236276	510.9522	510.9522	.0691764	.0563962
"MISSISSIPPI"	"PERU"	5	.0098814	3	.0157895	910		6.813445		6.937398	1030.087	1030.087	.0035014	.0055948
"MISSISSIPPI"	"ROMANIA"	5	.0098814	3	.0157895	129		4.859812		4.779105	118.9978	118.9978	.0303091	.0484308
"MISSISSIPPI"	"RUSSIA"			4	.0210526	400		5.991465		5.720375	305.0192	305.0192		.0251926
"MISSISSIPPI"	"VENEZUELA"	39	.0770751	36	.1894737	282		5.641907		6.630725	758.0319	758.0319	.0371124	.0912335
"MISSOURI"	"BRAZIL"	3	.0059289	7	.0368421	2093	3056	7.646354	8.024862	7.974858	2906.945	3056	.0007081	.0044003
"MISSOURI"	"CHINA"	4	.0079051	5	.0263158	19090	19274	9.85692	9.866512	9.89412	19813.53	19274	.0001497	.0004984
"MISSOURI"	"COLOMBIA"	106	.2094862	42	.2210526	3335	3536	8.112228	8.170752	8.549281	5163.042	3536	.021624	.0228179
"MISSOURI"	"CUBA"	15	.0296443	15	.0789474	3008	4805	8.00903	8.477412	8.441697	4636.417	4805	.0022519	.005997
"MISSOURI"	"DOMINICAN REPUBLIC"	3	.0059289	3	.0157895	1297	2495	7.167809	7.822044	7.160384	1287.405	2495	.0008673	.0023099
"MISSOURI"	"ECUADOR"	8	.0158103	8	.0421053	870	844	6.768493	6.738153	7.03578	1136.581	844	.0068374	.018209
"MISSOURI"	"EL SALVADOR"	45	.0889328	47	.2473684	5567	4307	8.624612	8.367997	8.648413	5701.09	4307	.0075367	.0209634
"MISSOURI"	"GUATEMALA"	265	.5237154	239	1.257895	7060	8666	8.862201	9.067163	9.044327	8470.348	8666	.0220582	.0529808
"MISSOURI"	"HAITI"	2	.0039526	3	.0157895	1411	2381	7.252054	7.775276	7.571103	1941.281	2381	.0006059	.0024205
"MISSOURI"	"HONDURAS"	282	.5573123	226	1.189474	6700	3638	8.809863	8.199189	9.014482	8221.291	3638	.0559151	.1193397
"MISSOURI"	"INDIA"	6	.0118577	2	.0105263	24436	26185	10.10381	10.17294	10.17892	26341.9	26185	.0001653	.0001467
"MISSOURI"	"JAMAICA"	5	.0098814	3	.0157895	2700	2311	7.901007	7.745436	7.995998	2969.052	2311	.0015607	.0024938
"MISSOURI"	"MEXICO"	453	.8952569	424	2.231579	42380	49200	10.65443	10.80365	10.68761	43809.66	49200	.0066416	.0165554
"MISSOURI"	"NICARAGUA"	109	.215415	29	.1526316	770	1899	6.64639	7.549083	7.328319	1522.819	1899	.0414042	.0293368
"MISSOURI"	"PERU"	13	.0256917	2	.0105263	1707	1322	7.442492	7.186901	7.563264	1926.122	1322	.0070934	.0029063
"MISSOURI"	"ROMANIA"	22	.0434783	3	.0157895	1535	1109	7.336286	7.011214	7.275971	1445.154	1109	.0143098	.0051967
"MISSOURI"	"RUSSIA"			6	.0315789	3705	4311	8.217439	8.368925	8.118042	3354.446	4311		.0026737
"MISSOURI"	"UZBEKISTAN"	1	.0019763	1	.0052632	204	619	5.31812	6.428105	5.326888	205.7966	619	.0011653	.0031035
"MISSOURI"	"VENEZUELA"	35	.06917	54	.2842105	1435	4226	7.26892	8.349011	8.077466	3221.061	4226	.0059742	.0245473
"MONTANA"	"COLOMBIA"	1	.0019763			233		5.451038		6.099134	445.472	445.472	.0016193	
"MONTANA"	"EL SALVADOR"	2	.0039526	1	.0052632	62		4.127134		4.054822	57.67489	57.67489	.0250141	.0333083
"MONTANA"	"GUATEMALA"			1	.0052632	150		5.010635		5.143333	171.2858	171.2858		.0112155
"MONTANA"	"HONDURAS"	4	.0079051	11	.0578947	99		4.59512		4.945012	140.4725	140.4725	.0205405	.1504321
"MONTANA"	"MEXICO"	7	.013834	19	.1	2727		7.910957		7.945151	2821.858	2821.858	.0017894	.0129347
"MONTANA"	"NICARAGUA"	1	.0019763	1	.0052632	109		4.691348		5.592964	268.5304	268.5304	.0026863	.0071539
"MONTANA"	"PERU"	4	.0079051	2	.0105263	154		5.036952		5.169894	175.8962	175.8962	.0164039	.021843
"MONTANA"	"VENEZUELA"			5	.0263158	300		5.703783		6.685745	800.9069	800.9069		.011993
"NEBRASKA"	"BOLIVIA"	1	.0019763			93		4.532599		4.480469	88.27604	88.27604	.0081715	
"NEBRASKA"	"CHINA"			1	.0052632	4715		8.458504		8.453174	4689.933	4689.933		.0004096
"NEBRASKA"	"COLOMBIA"	5	.0098814	15	.0789474	1828		7.510978		7.995712	2968.202	2968.202	.0012151	.0097082
"NEBRASKA"	"CUBA"	44	.0869565	21	.1105263	4233		8.350666		8.746947	6291.453	6291.453	.0050448	.0064122
"NEBRASKA"	"DOMINICAN REPUBLIC"			1	.0052632	538		6.287858		6.248897	517.4416	517.4416		.0037126
"NEBRASKA"	"ECUADOR"	2	.0039526	5	.0263158	71		4.26268		4.560462	95.62765	95.62765	.0150865	.1004444
"NEBRASKA"	"EL SALVADOR"	35	.06917	49	.2578947	6317		8.750999		8.777502	6486.654	6486.654	.0038922	.0145116
"NEBRASKA"	"GUATEMALA"	158	.312253	276	1.452632	11484		9.34871		9.53708	13864.4	13864.4	.0082205	.0382426
"NEBRASKA"	"HONDURAS"	37	.0731225	80	.4210526	2990		8.003029		8.235458	3772.369	3772.369	.0070751	.0407394
"NEBRASKA"	"INDIA"	1	.0019763	1	.0052632	6350		8.75621		8.793009	6588.024	6588.024	.0001095	.0002916
